"CNTY","CHILD_DEATH_YR","UNDERLYING_COD","CNT_BY_UNDERLYING_COD","CNTY_YR_DEATH_TOTAL","PCT_CNTY_YR_TOTAL","CHILD_DEATH_CNTY_POP","CNTY_YR_DEATH_TOTAL_PER_10000_CNTY_RES"
TIPPECANOE,2013,"Congenital malformation of the heart, unspecified",1,10,10.000000,181242,0.550000
TIPPECANOE,2013,"Intrauterine hypoxia, unspecified",1,10,10.000000,181242,0.550000
TIPPECANOE,2013,Other specified threats to breathing,1,10,10.000000,181242,0.550000
TIPPECANOE,2014,Accidental suffocation and strangulation in bed,3,13,23.076900,183515,0.700000
TIPPECANOE,2014,Unspecified threat to breathing,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,Double outlet right ventricle,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,Inhalation and ingestion of food causing obstruction of respiratory tract,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,Newborn affected by other forms of placental separation and hemorrhage,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,Other and unspecified gastroenteritis and colitis of infectious origin,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,Malignant neoplasm of abdomen,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,"Patau's syndrome, unspecified",1,13,7.692300,183515,0.700000
TIPPECANOE,2014,Exomphalos,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,Disseminated intravascular coagulation of newborn,1,13,7.692300,183515,0.700000
TIPPECANOE,2014,"Multiple congenital malformations, not elsewhere classified",1,13,7.692300,183515,0.700000
TIPPECANOE,2015,Accidental suffocation and strangulation in bed,6,15,40.000000,185741,0.800000
TIPPECANOE,2015,"Other maltreatment syndromes, by unspecified person",1,15,6.666600,185741,0.800000
TIPPECANOE,2015,"Hanging, strangulation, and suffocation, undetermined intent",1,15,6.666600,185741,0.800000
TIPPECANOE,2015,Sudden infant death syndrome,1,15,6.666600,185741,0.800000
TIPPECANOE,2015,Agenesis of lung,1,15,6.666600,185741,0.800000
TIPPECANOE,2015,Unspecified threat to breathing,1,15,6.666600,185741,0.800000
TIPPECANOE,2015,Hyperkalemia,1,15,6.666600,185741,0.800000
TIPPECANOE,2015,Hypoplasia and dysplasia of lung,1,15,6.666600,185741,0.800000
TIPPECANOE,2015,Congenital diaphragmatic hernia,1,15,6.666600,185741,0.800000
TIPPECANOE,2015,"Congenital pneumonia, unspecified",1,15,6.666600,185741,0.800000
TIPPECANOE,2016,Hypoxic ischemic encephalopathy of newborn,1,3,33.333300,188059,0.150000
TIPPECANOE,2016,Hypoplastic left heart syndrome,1,3,33.333300,188059,0.150000
TIPPECANOE,2016,Extreme immaturity,1,3,33.333300,188059,0.150000
TIPPECANOE,2017,Accidental suffocation and strangulation in bed,2,8,25.000000,188059,0.420000
TIPPECANOE,2017,Hypoxic ischemic encephalopathy of newborn,1,8,12.500000,188059,0.420000
TIPPECANOE,2017,Anencephaly,1,8,12.500000,188059,0.420000
TIPPECANOE,2017,Embolism and thrombosis of vena cava,1,8,12.500000,188059,0.420000
TIPPECANOE,2017,"Edwards' syndrome, unspecified",1,8,12.500000,188059,0.420000
TIPPECANOE,2017,"Congenital malformation of face and neck, unspecified",1,8,12.500000,188059,0.420000
TIPPECANOE,2017,Disorders of diaphragm,1,8,12.500000,188059,0.420000
TIPPECANOE,2018,Newborn affected by premature rupture of membranes,2,9,22.222200,188059,0.470000
TIPPECANOE,2018,Accidental suffocation and strangulation in bed,1,9,11.111100,188059,0.470000
TIPPECANOE,2018,Hypoxic ischemic encephalopathy of newborn,1,9,11.111100,188059,0.470000
TIPPECANOE,2018,Disorders of fatty-acid metabolism,1,9,11.111100,188059,0.470000
TIPPECANOE,2018,Other specified diseases of intestine,1,9,11.111100,188059,0.470000
TIPPECANOE,2018,Ischemic infarction of muscle,1,9,11.111100,188059,0.470000
TIPPECANOE,2018,"Herpesviral infection, unspecified",1,9,11.111100,188059,0.470000
TIPPECANOE,2018,Other specified diseases of liver,1,9,11.111100,188059,0.470000
TIPTON,2010,Hypoplasia and dysplasia of lung,1,2,50.000000,15936,1.250000
TIPTON,2010,"Congenital malformation of the heart, unspecified",1,2,50.000000,15936,1.250000
TIPTON,2011,"Disorder involving the immune mechanism, unspecified",1,1,100.000000,15855,0.630000
TIPTON,2012,"Patau's syndrome, unspecified",1,1,100.000000,15728,0.630000
TIPTON,2013,"Polycystic kidney, unspecified",1,1,100.000000,15582,0.640000
TIPTON,2015,Congenital herpesviral [herpes simplex] infection,1,1,100.000000,15292,0.650000
TIPTON,2016,Persistent fetal circulation,2,2,100.000000,15182,1.310000
VANDERBURGH,2010,,2,5,40.000000,179703,0.270000
VANDERBURGH,2010,Newborn affected by maternal use of alcohol,1,5,20.000000,179703,0.270000
VANDERBURGH,2010,Sepsis of newborn due to other and unspecified streptococci,1,5,20.000000,179703,0.270000
VANDERBURGH,2010,"Septicemia, unspecified",1,5,20.000000,179703,0.270000
VANDERBURGH,2011,Perinatal intestinal perforation,1,5,20.000000,180372,0.270000
VANDERBURGH,2011,"Edwards' syndrome, unspecified",1,5,20.000000,180372,0.270000
VANDERBURGH,2011,Hypoplasia and dysplasia of lung,1,5,20.000000,180372,0.270000
VANDERBURGH,2011,Hypoplastic left heart syndrome,1,5,20.000000,180372,0.270000
VANDERBURGH,2011,"Congenital malformation of the heart, unspecified",1,5,20.000000,180372,0.270000
VANDERBURGH,2012,Unspecified threat to breathing,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,"Multiple congenital malformations, not elsewhere classified",1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Respiratory arrest,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Necrotizing enterocolitis of newborn,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Extreme immaturity,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Accidental suffocation and strangulation in bed,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,"Assault (homicide) by drugs, medicaments, and biological substances",1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Other specified cerebrovascular diseases,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Congenital hypotonia,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Congenital diaphragmatic hernia,1,12,8.333300,181031,0.660000
VANDERBURGH,2012,Unspecified renal failure,1,12,8.333300,181031,0.660000
VANDERBURGH,2013,"Bacterial sepsis of newborn, unspecified",2,10,20.000000,181693,0.550000
VANDERBURGH,2013,"Intrauterine hypoxia, unspecified",1,10,10.000000,181693,0.550000
VANDERBURGH,2013,Respiratory distress syndrome of newborn,1,10,10.000000,181693,0.550000
VANDERBURGH,2013,Anencephaly,1,10,10.000000,181693,0.550000
VANDERBURGH,2013,Streptococcal meningitis,1,10,10.000000,181693,0.550000
VANDERBURGH,2013,Accidental suffocation and strangulation in bed,1,10,10.000000,181693,0.550000
VANDERBURGH,2013,Newborn affected by maternal death,1,10,10.000000,181693,0.550000
VANDERBURGH,2013,Other specified threats to breathing,1,10,10.000000,181693,0.550000
VANDERBURGH,2013,Extreme immaturity,1,10,10.000000,181693,0.550000
VANDERBURGH,2014,"Assault (homicide) by hanging, strangulation, and suffocation",1,7,14.285700,182073,0.380000
VANDERBURGH,2014,Extreme immaturity,1,7,14.285700,182073,0.380000
VANDERBURGH,2014,"Edwards' syndrome, unspecified",1,7,14.285700,182073,0.380000
VANDERBURGH,2014,Hypoplasia and dysplasia of lung,1,7,14.285700,182073,0.380000
VANDERBURGH,2014,Essential (primary) hypertension,1,7,14.285700,182073,0.380000
VANDERBURGH,2014,Inhalation of gastric contents,1,7,14.285700,182073,0.380000
VANDERBURGH,2014,Hypoplastic left heart syndrome,1,7,14.285700,182073,0.380000
VANDERBURGH,2015,Unspecified chronic respiratory disease originating in the perinatal period,2,7,28.571400,181941,0.380000
VANDERBURGH,2015,"Intracranial (nontraumatic) hemorrhage of newborn, unspecified",1,7,14.285700,181941,0.380000
VANDERBURGH,2015,Unspecified chronic bronchitis,1,7,14.285700,181941,0.380000
VANDERBURGH,2015,"Bacterial sepsis of newborn, unspecified",1,7,14.285700,181941,0.380000
VANDERBURGH,2015,Disorders of urea cycle metabolism,1,7,14.285700,181941,0.380000
VANDERBURGH,2015,Neonatal cardiac dysrhythmia,1,7,14.285700,181941,0.380000
VANDERBURGH,2016,Accidental suffocation and strangulation in bed,4,10,40.000000,181721,0.550000
VANDERBURGH,2016,"Hanging, strangulation, and suffocation, undetermined intent",1,10,10.000000,181721,0.550000
VANDERBURGH,2016,"Bacterial sepsis of newborn, unspecified",1,10,10.000000,181721,0.550000
VANDERBURGH,2016,"Cardiomyopathy, unspecified",1,10,10.000000,181721,0.550000
VANDERBURGH,2016,Extreme immaturity,1,10,10.000000,181721,0.550000
VANDERBURGH,2016,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,10,10.000000,181721,0.550000
VANDERBURGH,2016,Other disorders of lung,1,10,10.000000,181721,0.550000
VANDERBURGH,2017,Assault (homicide) by unspecified means,1,7,14.285700,181721,0.380000
VANDERBURGH,2017,Other specified congenital infectious and parasitic diseases,1,7,14.285700,181721,0.380000
VANDERBURGH,2017,Necrotizing enterocolitis of newborn,1,7,14.285700,181721,0.380000
VANDERBURGH,2017,Other and unspecified gastroenteritis and colitis of infectious origin,1,7,14.285700,181721,0.380000
VANDERBURGH,2017,Other ill-defined and unspecified causes of mortality,1,7,14.285700,181721,0.380000
VANDERBURGH,2017,Person injured in collision between other specified motor vehicles (traffic),1,7,14.285700,181721,0.380000
VANDERBURGH,2017,Accidental suffocation and strangulation in bed,1,7,14.285700,181721,0.380000
VANDERBURGH,2018,Hypoxic ischemic encephalopathy of newborn,2,13,15.384600,181721,0.710000
VANDERBURGH,2018,"Meningococcemia, unspecified",1,13,7.692300,181721,0.710000
VANDERBURGH,2018,"Hanging, strangulation, and suffocation, undetermined intent",1,13,7.692300,181721,0.710000
VANDERBURGH,2018,"Abnormal reaction, surgical operation with formation of external stoma",1,13,7.692300,181721,0.710000
VANDERBURGH,2018,Pericardial effusion (noninflammatory),1,13,7.692300,181721,0.710000
VANDERBURGH,2018,Primary atelectasis of newborn,1,13,7.692300,181721,0.710000
VANDERBURGH,2018,Accidental suffocation and strangulation in bed,1,13,7.692300,181721,0.710000
VANDERBURGH,2018,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,13,7.692300,181721,0.710000
VANDERBURGH,2018,"Congenital malformation of the heart, unspecified",1,13,7.692300,181721,0.710000
VANDERBURGH,2018,"Bronchopneumonia, unspecified",1,13,7.692300,181721,0.710000
VANDERBURGH,2018,Extremely low birthweight,1,13,7.692300,181721,0.710000
VANDERBURGH,2018,"Bacterial sepsis of newborn, unspecified",1,13,7.692300,181721,0.710000
VERMILLION,2015,Accidental suffocation and strangulation in bed,1,1,100.000000,15634,0.630000
VERMILLION,2017,Unspecified threat to breathing,1,1,100.000000,15645,0.630000
VIGO,2010,Unspecified threat to breathing,2,4,50.000000,107848,0.370000
VIGO,2010,Accidental suffocation and strangulation in bed,1,4,25.000000,107848,0.370000
VIGO,2010,Sudden infant death syndrome,1,4,25.000000,107848,0.370000
VIGO,2011,"Birth asphyxia, unspecified",1,4,25.000000,108296,0.360000
VIGO,2011,Hypoplasia and dysplasia of lung,1,4,25.000000,108296,0.360000
VIGO,2011,Sudden infant death syndrome,1,4,25.000000,108296,0.360000
VIGO,2011,Acute and subacute infective endocarditis,1,4,25.000000,108296,0.360000
VIGO,2012,Other specified congenital infectious and parasitic diseases,1,6,16.666600,108528,0.550000
VIGO,2012,"Bacterial sepsis of newborn, unspecified",1,6,16.666600,108528,0.550000
VIGO,2012,"Malignant neoplasm of kidney, except renal pelvis",1,6,16.666600,108528,0.550000
VIGO,2012,Sudden infant death syndrome,1,6,16.666600,108528,0.550000
VIGO,2012,Other and unspecified gastroenteritis and colitis of infectious origin,1,6,16.666600,108528,0.550000
VIGO,2012,Other disorders of lung,1,6,16.666600,108528,0.550000
VIGO,2013,Accidental suffocation and strangulation in bed,1,2,50.000000,108226,0.180000
VIGO,2013,Unspecified chronic respiratory disease originating in the perinatal period,1,2,50.000000,108226,0.180000
VIGO,2014,Accidental suffocation and strangulation in bed,3,9,33.333300,108100,0.830000
VIGO,2014,"Vascular disorder of intestine, unspecified",1,9,11.111100,108100,0.830000
VIGO,2014,Other preterm infants,1,9,11.111100,108100,0.830000
VIGO,2014,Hypoplastic left heart syndrome,1,9,11.111100,108100,0.830000
VIGO,2014,"Degenerative disease of nervous system, unspecified",1,9,11.111100,108100,0.830000
VIGO,2014,Unspecified renal failure,1,9,11.111100,108100,0.830000
VIGO,2014,Assault (homicide) by unspecified means,1,9,11.111100,108100,0.830000
VIGO,2015,Accidental suffocation and strangulation in bed,2,7,28.571400,107708,0.640000
VIGO,2015,Anencephaly,1,7,14.285700,107708,0.640000
VIGO,2015,Hypoplasia and dysplasia of lung,1,7,14.285700,107708,0.640000
VIGO,2015,Newborn affected by maternal hypertensive disorders,1,7,14.285700,107708,0.640000
VIGO,2015,Other ill-defined and unspecified causes of mortality,1,7,14.285700,107708,0.640000
VIGO,2015,Other generalized epilepsy and epileptic syndromes,1,7,14.285700,107708,0.640000
VIGO,2016,"Anoxic brain damage, not elsewhere classified",1,4,25.000000,107931,0.370000
VIGO,2016,"Congenital malformation of the heart, unspecified",1,4,25.000000,107931,0.370000
VIGO,2016,Accidental suffocation and strangulation in bed,1,4,25.000000,107931,0.370000
VIGO,2016,Primary atelectasis of newborn,1,4,25.000000,107931,0.370000
VIGO,2017,Hypoxic ischemic encephalopathy of newborn,2,10,20.000000,107931,0.920000
VIGO,2017,Other preterm infants,1,10,10.000000,107931,0.920000
VIGO,2017,Extreme immaturity,1,10,10.000000,107931,0.920000
VIGO,2017,Osteogenesis imperfecta,1,10,10.000000,107931,0.920000
VIGO,2017,Atrioventricular septal defect,1,10,10.000000,107931,0.920000
VIGO,2017,Other ill-defined and unspecified causes of mortality,1,10,10.000000,107931,0.920000
VIGO,2017,Exposure to excessive natural heat,1,10,10.000000,107931,0.920000
VIGO,2017,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,10,10.000000,107931,0.920000
VIGO,2017,Other diseases of larynx,1,10,10.000000,107931,0.920000
VIGO,2018,"Down's syndrome, unspecified",1,4,25.000000,107931,0.370000
VIGO,2018,Other ill-defined and unspecified causes of mortality,1,4,25.000000,107931,0.370000
VIGO,2018,Other and unspecified gastroenteritis and colitis of infectious origin,1,4,25.000000,107931,0.370000
VIGO,2018,Hypoxic ischemic encephalopathy of newborn,1,4,25.000000,107931,0.370000
WABASH,2010,Hypoxic ischemic encephalopathy of newborn,1,1,100.000000,32888,0.300000
WABASH,2011,"Congenital hydrocephalus, unspecified",1,3,33.333300,32587,0.920000
WABASH,2011,Sudden infant death syndrome,1,3,33.333300,32587,0.920000
WABASH,2011,Other preterm infants,1,3,33.333300,32587,0.920000
WABASH,2012,Sudden infant death syndrome,2,2,100.000000,32437,0.610000
WABASH,2014,Hypoxic ischemic encephalopathy of newborn,1,1,100.000000,32255,0.310000
WABASH,2015,Respiratory distress syndrome of newborn,1,2,50.000000,32075,0.620000
WABASH,2015,"Streptococcal infection, unspecified",1,2,50.000000,32075,0.620000
WABASH,2016,Convulsions of newborn,1,2,50.000000,31762,0.620000
WABASH,2016,Sudden infant death syndrome,1,2,50.000000,31762,0.620000
WARREN,2012,Respiratory distress syndrome of newborn,1,1,100.000000,8391,1.190000
WARREN,2017,Other viral infections of unspecified site,1,1,100.000000,8166,1.220000
WARREN,2018,"Birth asphyxia, unspecified",1,2,50.000000,8166,2.440000
WARREN,2018,Other malformations of cerebral vessels,1,2,50.000000,8166,2.440000
WARRICK,2011,Accidental suffocation and strangulation in bed,1,1,100.000000,60231,0.160000
WARRICK,2012,"Spinal muscular atrophy, unspecified",1,1,100.000000,60458,0.160000
WARRICK,2013,"Bronchopneumonia, unspecified",1,1,100.000000,61054,0.160000
WARRICK,2014,Neonatal cardiac failure,1,2,50.000000,61229,0.320000
WARRICK,2014,Adult respiratory distress syndrome,1,2,50.000000,61229,0.320000
WARRICK,2015,"Slow fetal growth, unspecified",1,2,50.000000,61894,0.320000
WARRICK,2015,Accidental suffocation and strangulation in bed,1,2,50.000000,61894,0.320000
WARRICK,2016,Sepsis of newborn due to Escherichia coli,1,2,50.000000,62498,0.320000
WARRICK,2016,Pneumothorax originating in the perinatal period,1,2,50.000000,62498,0.320000
WARRICK,2017,Congenital herpesviral [herpes simplex] infection,1,4,25.000000,62498,0.640000
WARRICK,2017,"Chronic ischemic heart disease, unspecified",1,4,25.000000,62498,0.640000
WARRICK,2017,Assault (homicide) by unspecified means,1,4,25.000000,62498,0.640000
WARRICK,2017,Accidental suffocation and strangulation in bed,1,4,25.000000,62498,0.640000
WASHINGTON,2010,Other ill-defined and unspecified causes of mortality,1,1,100.000000,28262,0.350000
WASHINGTON,2012,,1,3,33.333300,27911,1.070000
WASHINGTON,2012,Victim of cataclysmic storm,1,3,33.333300,27911,1.070000
WASHINGTON,2012,Accidental suffocation and strangulation in bed,1,3,33.333300,27911,1.070000
WASHINGTON,2013,,1,1,100.000000,27791,0.350000
WASHINGTON,2018,Other specified threats to breathing,1,1,100.000000,27670,0.360000
WAYNE,2010,Necrotizing enterocolitis of newborn,1,2,50.000000,68917,0.290000
WAYNE,2010,Primary pulmonary hypertension,1,2,50.000000,68917,0.290000
WAYNE,2011,"Congenital malformation of the heart, unspecified",2,2,100.000000,68663,0.290000
WAYNE,2012,Sudden infant death syndrome,3,7,42.857100,68304,1.020000
WAYNE,2012,"Lobar pneumonia, unspecified",1,7,14.285700,68304,1.020000
WAYNE,2012,"Neglect and abandonment, by unspecified person",1,7,14.285700,68304,1.020000
WAYNE,2012,Other and unspecified gastroenteritis and colitis of infectious origin,1,7,14.285700,68304,1.020000
WAYNE,2012,"Lymphedema, not elsewhere classified",1,7,14.285700,68304,1.020000
WAYNE,2013,Sudden infant death syndrome,2,5,40.000000,67854,0.730000
WAYNE,2013,"Spinal muscular atrophy, unspecified",1,5,20.000000,67854,0.730000
WAYNE,2013,Extreme immaturity,1,5,20.000000,67854,0.730000
WAYNE,2013,"Edwards' syndrome, unspecified",1,5,20.000000,67854,0.730000
WAYNE,2014,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",1,3,33.333300,67406,0.440000
WAYNE,2014,Persistent fetal circulation,1,3,33.333300,67406,0.440000
WAYNE,2014,Other reduction deformities of brain,1,3,33.333300,67406,0.440000
WAYNE,2015,Other ill-defined and unspecified causes of mortality,1,5,20.000000,66984,0.740000
